,molecule_chembl_id,units,IC50,smiles,pIC50
375,CHEMBL1783546,nM,20000.0,CCNC(=S)NCc1nc(Cl)cnc1N,4.698970004336019
376,CHEMBL1783547,nM,13000.0,CC(C)NC(=S)NCc1nc(Cl)cnc1N,4.886056647693163
377,CHEMBL1783548,nM,2500.0,CC(C)(C)NC(=S)NCc1nc(Cl)cnc1N,5.6020599913279625
378,CHEMBL1783549,nM,12000.0,Nc1ncc(Cl)nc1CNC(=S)NC1CC1,4.920818753952375
379,CHEMBL1783550,nM,53000.0,Nc1ncc(Cl)nc1CNC(=S)NC1CCCC1,4.275724130399211
380,CHEMBL1783551,nM,35000.0,Nc1ncc(Cl)nc1CNC(=S)NC1CCCCCC1,4.455931955649724
381,CHEMBL1783552,nM,36000.0,Nc1ncc(Cl)nc1CNC(=S)NCc1ccccc1,4.443697499232713
382,CHEMBL1783554,nM,22000.0,COCCNC(=S)NCc1nc(Cl)cnc1N,4.657577319177793
383,CHEMBL1783556,nM,91000.0,Nc1ncc(Cl)nc1CNC(=S)NC(=O)c1ccccc1,4.040958607678906
384,CHEMBL1783557,nM,3200.0,Nc1ncc(Cl)nc1CNC(=S)Nc1cccc2ccccc12,5.494850021680094
385,CHEMBL1783558,nM,32000.0,Nc1nccnc1CNC(=S)Nc1ccccc1,4.494850021680094
386,CHEMBL1783559,nM,4000.0,Cc1cnc(N)c(CNC(=S)Nc2ccccc2)n1,5.3979400086720375
387,CHEMBL1783560,nM,1500.0,CCc1cnc(N)c(CNC(=S)Nc2ccccc2)n1,5.823908740944319
388,CHEMBL1783561,nM,2300.0,CCCc1cnc(N)c(CNC(=S)Nc2ccccc2)n1,5.638272163982407
389,CHEMBL1783563,nM,470.0,Nc1ncc(C2CC2)nc1CNC(=S)Nc1ccccc1,6.327902142064282
390,CHEMBL1783564,nM,50000.0,Nc1ncc(-c2ccccc2)nc1CNC(=S)Nc1ccccc1,4.301029995663981
391,CHEMBL1783568,nM,2700.0,Cc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.568636235841012
392,CHEMBL1783569,nM,3700.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccc(Cl)cc1,5.431798275933005
393,CHEMBL1783570,nM,1900.0,COc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.721246399047171
394,CHEMBL1783571,nM,2600.0,CC(C)c1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.585026652029182
395,CHEMBL1783572,nM,13700.0,CC(C)(C)c1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,4.863279432843593
396,CHEMBL1783573,nM,3100.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccc(Br)cc1,5.508638306165727
397,CHEMBL1783574,nM,9900.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccc([N+](=O)[O-])cc1,5.004364805402449
398,CHEMBL1783575,nM,6900.0,N#Cc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.161150909262744
399,CHEMBL1783577,nM,2700.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccc(OCc2ccccc2)cc1,5.568636235841012
400,CHEMBL1783578,nM,6900.0,CC(=O)c1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.161150909262744
401,CHEMBL1783579,nM,10700.0,CCOC(=O)c1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,4.97061622231479
402,CHEMBL1783580,nM,7000.0,CN(C)c1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.154901959985743
403,CHEMBL1783581,nM,5200.0,CC(=O)Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.2839966563652006
404,CHEMBL1783669,nM,2000.0,Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.698970004336019
405,CHEMBL1783670,nM,460.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccc(NC(=O)OCc2ccccc2)cc1,6.337242168318426
406,CHEMBL1783671,nM,3600.0,Cc1ccccc1NC(=S)NCc1nc(Cl)cnc1N,5.443697499232712
407,CHEMBL1783672,nM,1100.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccccc1Cl,5.958607314841775
408,CHEMBL1783673,nM,2600.0,COc1ccccc1NC(=S)NCc1nc(Cl)cnc1N,5.585026652029182
409,CHEMBL1783674,nM,2000.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccccc1F,5.698970004336019
410,CHEMBL1783675,nM,2500.0,CSc1ccccc1NC(=S)NCc1nc(Cl)cnc1N,5.6020599913279625
411,CHEMBL1783677,nM,9300.0,Cc1cccc(NC(=S)NCc2nc(Cl)cnc2N)c1,5.031517051446064
412,CHEMBL1783678,nM,11300.0,Nc1ncc(Cl)nc1CNC(=S)Nc1cccc(Cl)c1,4.94692155651658
413,CHEMBL1783679,nM,14500.0,COc1cccc(NC(=S)NCc2nc(Cl)cnc2N)c1,4.838631997765025
414,CHEMBL1783680,nM,2500.0,COc1ccc(NC(=S)NCc2nc(Cl)cnc2N)c(OC)c1,5.6020599913279625
415,CHEMBL1783681,nM,4300.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccc(Cl)cc1Cl,5.366531544420413
416,CHEMBL1783682,nM,40000.0,COc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1OC,4.3979400086720375
417,CHEMBL1783683,nM,40000.0,Nc1ncc(Cl)nc1CNC(=S)Nc1ccc(Cl)c(Cl)c1,4.3979400086720375
418,CHEMBL1783684,nM,27000.0,Nc1ncc(Cl)nc1CNC(=S)Nc1cc(Cl)cc(Cl)c1,4.568636235841013
419,CHEMBL1783685,nM,940.0,COC(=O)Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,6.026872146400301
420,CHEMBL1783686,nM,310.0,CCOC(=O)Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,6.508638306165727
421,CHEMBL1783687,nM,230.0,CCCCOC(=O)Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,6.638272163982407
422,CHEMBL1783688,nM,150.0,CC(C)COC(=O)Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,6.823908740944319
423,CHEMBL1783689,nM,190.0,CC(C)(C)OC(=O)Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,6.721246399047171
424,CHEMBL1783668,nM,1500.0,CC(C)COC(=O)N(c1ccccc1)c1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.823908740944319
425,CHEMBL1783690,nM,1700.0,CNC(=O)Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,5.769551078621726
426,CHEMBL1783691,nM,700.0,CC(C)(C)NC(=O)Nc1ccc(NC(=S)NCc2nc(Cl)cnc2N)cc1,6.154901959985743
427,CHEMBL1783692,nM,210.0,Cc1cnc(N)c(CNC(=S)Nc2ccc(NC(=O)OC(C)(C)C)cc2)n1,6.6777807052660805
428,CHEMBL1783693,nM,730.0,Cc1cnc(N)c(CNC(=S)Nc2ccc(NC(=O)Oc3ccccc3)cc2)n1,6.136677139879544
429,CHEMBL1783694,nM,10000.0,CCOC(=O)N(C)c1ccc(NC(=S)NCc2nc(C)cnc2N)cc1,5.0
430,CHEMBL1783695,nM,2900.0,Cc1cnc(N)c(CNC(=S)Nc2ccc(OC(=O)OC(C)(C)C)cc2)n1,5.537602002101044
431,CHEMBL1783696,nM,13300.0,CCC(=O)Nc1ccc(NC(=S)NCc2nc(C)cnc2N)cc1,4.876148359032914
432,CHEMBL1783697,nM,2300.0,CCCC(=O)Nc1ccc(NC(=S)NCc2nc(C)cnc2N)cc1,5.638272163982407
433,CHEMBL1783698,nM,1500.0,CCCCC(=O)Nc1ccc(NC(=S)NCc2nc(C)cnc2N)cc1,5.823908740944319
434,CHEMBL1783699,nM,3800.0,Cc1cnc(N)c(CNC(=S)Nc2ccc(NC(=O)Cc3ccccc3)cc2)n1,5.42021640338319
435,CHEMBL1783700,nM,580.0,Cc1cnc(N)c(CNC(=S)Nc2ccc(NC(=O)c3ccccc3)cc2)n1,6.236572006437063
436,CHEMBL1783701,nM,210.0,Cc1cnc(N)c(CNC(=S)Nc2ccc3[nH]c(=O)oc3c2)n1,6.6777807052660805
437,CHEMBL1783702,nM,15000.0,Cc1cnc(N)c(CNC(=S)Nc2ccc3[nH]c(=O)[nH]c3c2)n1,4.823908740944319
438,CHEMBL1783703,nM,27000.0,Cc1cnc(N)c(CNC(=S)Nc2ccc3c(c2)CC(=O)N3)n1,4.568636235841013
439,CHEMBL1783704,nM,15000.0,Cc1cnc(N)c(CNC(=S)Nc2ccc3[nH]c(=O)sc3c2)n1,4.823908740944319
440,CHEMBL1783705,nM,14000.0,Cc1cnc(N)c(CNC(=S)Nc2ccc3oc(=O)[nH]c3c2)n1,4.853871964321762
441,CHEMBL1783707,nM,140.0,CCc1cnc(N)c(CNC(=S)Nc2ccc(NC(=O)OC(C)(C)C)cc2)n1,6.853871964321762
442,CHEMBL1783708,nM,45.0,CCCc1cnc(N)c(CNC(=S)Nc2ccc(NC(=O)OC(C)(C)C)cc2)n1,7.346787486224656
443,CHEMBL1783709,nM,103.0,CC(C)(C)OC(=O)Nc1ccc(NC(=S)NCc2nc(C3CC3)cnc2N)cc1,6.987162775294828
444,CHEMBL1783710,nM,20.0,CCCc1cnc(N)c(CNC(=S)Nc2ccc3[nH]c(=O)oc3c2)n1,7.698970004336019
445,CHEMBL1783711,nM,30.0,CCCCc1cnc(N)c(CNC(=S)Nc2ccc3[nH]c(=O)oc3c2)n1,7.522878745280337
446,CHEMBL1783712,nM,15.0,Nc1ncc(C2CC2)nc1CNC(=S)Nc1ccc2[nH]c(=O)oc2c1,7.823908740944319
447,CHEMBL1783713,nM,83.0,CC(C)(C)NC(=O)Nc1ccc(NC(=S)NCc2nc(C3CC3)cnc2N)cc1,7.080921907623926
448,CHEMBL1801296,nM,4.0,CN1CCC2(CC1)CNC(=O)c1c2[nH]c2c1CCc1cnc(-c3ccccc3F)cc1-2,8.397940008672037
449,CHEMBL1801304,nM,6.0,COCCOc1cncc(-c2ncc3c(n2)-c2[nH]c4c(c2CC3)C(=O)NCC42CN(C)C2)c1,8.221848749616356
450,CHEMBL1801305,nM,6.0,CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4cccc(F)c4)nc3-2)C1,8.221848749616356
451,CHEMBL1801307,nM,7.0,CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccc(F)nc4)nc3-2)C1,8.154901959985743
452,CHEMBL1801274,nM,8.0,O=C1NCCc2[nH]c3c(c21)CCc1cnc(-c2cccc(F)c2)cc1-3,8.096910013008056
453,CHEMBL1614995,nM,10.0,COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CCNC5=O)cn2)c1,8.0
454,CHEMBL1801294,nM,12.0,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NC2(CNC2)C3)cc1,7.920818753952375
455,CHEMBL1801312,nM,13.0,CN1CC2(CNC(=O)c3c4c(n(C)c32)-c2cc(-c3ccccc3F)ncc2CC4)C1,7.886056647693163
456,CHEMBL1801284,nM,17.0,O=C1NCC2(CNC2)c2[nH]c3c(c21)CCc1cnc(-c2ccccc2F)cc1-3,7.769551078621726
457,CHEMBL1801311,nM,20.0,Cn1c2c(c3c1C1(CNC1)CNC3=O)CCc1cnc(-c3ccccc3F)cc1-2,7.698970004336019
458,CHEMBL1801283,nM,27.0,O=C1NCC2(CC2)c2[nH]c3c(c21)CCc1cnc(-c2ccc(F)nc2)cc1-3,7.568636235841012
459,CHEMBL1801303,nM,34.0,CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccccc4F)nc3-2)C1,7.468521082957745
460,CHEMBL1801194,nM,37.0,O=C1NCCc2[nH]c3c(c21)CCc1cnc(-c2ccccc2F)cc1-3,7.431798275933005
461,CHEMBL1801195,nM,40.0,COCCOc1cncc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NCC3)c1,7.3979400086720375
462,CHEMBL1801295,nM,45.0,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NC2(C3)CN(C)C2)cc1,7.346787486224656
463,CHEMBL1801279,nM,50.0,O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2ccc(F)nc2)cc1-3,7.301029995663981
464,CHEMBL1801275,nM,80.0,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NCC3)cc1,7.096910013008056
465,CHEMBL1801280,nM,100.0,O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2ccc(OCCN4CCOCC4)cc2)cc1-3,7.0
466,CHEMBL1801281,nM,100.0,O=C1NCC2(CC2)c2[nH]c3c(c21)CCc1cnc(-c2cccc(F)c2)cc1-3,7.0
467,CHEMBL1801293,nM,120.0,CC(=O)N1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccccc4F)cc3-2)C1,6.920818753952375
468,CHEMBL1801300,nM,120.0,O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2ccc(F)nc2)nc1-3,6.920818753952375
469,CHEMBL1801282,nM,130.0,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NCC32CC2)cc1,6.886056647693163
470,CHEMBL1801276,nM,140.0,O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2ccccc2F)cc1-3,6.853871964321762
471,CHEMBL1801302,nM,150.0,COc1ccc(-c2ncc3c(n2)-c2[nH]c4c(c2CC3)C(=O)NCC42CC2)cc1,6.823908740944319
472,CHEMBL1801278,nM,175.0,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NC2(CC2)C3)cc1,6.756961951313706
473,CHEMBL1801196,nM,180.0,COCCOc1cncc(-c2cc3c(cn2)CCCc2c-3[nH]c3c2C(=O)NCC3)c1,6.7447274948966935
474,CHEMBL1801301,nM,180.0,O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2ccc(OCCN4CCOCC4)cc2)nc1-3,6.7447274948966935
475,CHEMBL1801285,nM,200.0,O=C1NCC2(CNC2)c2[nH]c3c(c21)CCc1cnc(-c2cccc(F)c2)cc1-3,6.698970004336019
476,CHEMBL1801287,nM,200.0,CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4cccc(F)c4)cc3-2)C1,6.698970004336019
477,CHEMBL1801309,nM,200.0,O=C1NCC2(CNC2)c2oc3c(c21)CCc1cnc(-c2cccc(F)c2)cc1-3,6.698970004336019
478,CHEMBL1801273,nM,230.0,CN1CC2(CNC(=O)c3c2[nH]c2c3Cc3cnc(-c4ccccc4F)cc3-2)C1,6.638272163982407
479,CHEMBL1801277,nM,230.0,O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2cccc(F)c2)cc1-3,6.638272163982407
480,CHEMBL1801292,nM,230.0,O=C1NCC2(CN(CCF)C2)c2[nH]c3c(c21)CCc1cnc(-c2ccccc2F)cc1-3,6.638272163982407
481,CHEMBL1801297,nM,270.0,COc1ccc(-c2ncc3c(n2)-c2[nH]c4c(c2CC3)C(=O)NCC4)cc1,6.568636235841012
482,CHEMBL1233942,nM,300.0,CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccccc4F)cc3-2)C1,6.522878745280337
483,CHEMBL1801288,nM,700.0,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NCC32CN(C)C2)cc1,6.154901959985743
484,CHEMBL1801298,nM,860.0,O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2ccccc2F)nc1-3,6.065501548756432
485,CHEMBL1801299,nM,900.0,COc1ccc(-c2ncc3c(n2)-c2[nH]c4c(c2CC3)C(=O)NC2(CC2)C4)cc1,6.045757490560675
486,CHEMBL1801289,nM,1200.0,CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccc(F)nc4)cc3-2)C1,5.920818753952375
487,CHEMBL1801290,nM,1200.0,CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccc(OCCN5CCOCC5)cc4)cc3-2)C1,5.920818753952375
488,CHEMBL1801286,nM,1400.0,COCCCOc1cncc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NCC32CN(C)C2)c1,5.853871964321762
489,CHEMBL1801291,nM,1500.0,CCN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccccc4F)cc3-2)C1,5.823908740944319
490,CHEMBL1801308,nM,2800.0,CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccc(OCCN5CCOCC5)cc4)nc3-2)C1,5.552841968657781
491,CHEMBL1801306,nM,3000.0,COc1ccc(-c2ncc3c(n2)-c2[nH]c4c(c2CC3)C(=O)NCC42CN(C)C2)cc1,5.522878745280337
492,CHEMBL1801310,nM,3300.0,CN1CC2(CNC(=O)c3c2oc2c3CCc3cnc(-c4cccc(F)c4)cc3-2)C1,5.481486060122112
493,CHEMBL1801313,nM,14.0,NCc1[nH]c2c(ccc3cnc(/C=C/c4ccccc4)cc32)c1C(=O)O,7.853871964321762
494,CHEMBL1801314,nM,60.0,CNCc1[nH]c2c(ccc3cnc(/C=C/c4ccccc4)cc32)c1C(=O)O,7.221848749616356
495,CHEMBL1801315,nM,25.0,O=C1NOCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,7.6020599913279625
496,CHEMBL1801316,nM,23.0,COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CN(C)NC5=O)cn2)cc1,7.638272163982407
497,CHEMBL1801373,nM,10.0,O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,8.0
498,CHEMBL1801374,nM,8.0,O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,8.096910013008056
499,CHEMBL1801375,nM,10.0,O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,8.0
500,CHEMBL1801376,nM,73.0,O=C1NCc2[nH]c3c(ccc4cnc(Nc5cccc(F)c5)cc43)c21,7.136677139879544
501,CHEMBL1801377,nM,27.0,COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CNC5=O)cn2)cc1,7.568636235841012
502,CHEMBL1801378,nM,85.0,O=C1NCc2[nH]c3c(ccc4cnc(-c5ccccc5F)cc43)c21,7.070581074285707
503,CHEMBL1801379,nM,900.0,O=C1NCc2[nH]c3c(ccc4cnc(-c5ccccc5C(F)(F)F)cc43)c21,6.045757490560675
504,CHEMBL1801380,nM,32.0,O=C1NCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21,7.494850021680094
505,CHEMBL1801381,nM,5.0,O=C1NCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,8.301029995663981
506,CHEMBL1801382,nM,5.0,COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CNC5=O)cn2)c1,8.301029995663981
507,CHEMBL1801383,nM,1189.0,CN1Cc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c2C1=O,5.924818145381309
508,CHEMBL1801384,nM,1.0,O=C1NCCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,9.0
509,CHEMBL1801385,nM,5.0,O=C1NCCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,8.301029995663981
510,CHEMBL1801386,nM,15.0,COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCNC5=O)cn2)cc1F,7.823908740944319
511,CHEMBL1801387,nM,16.0,O=C1NCCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21,7.795880017344075
512,CHEMBL1801388,nM,10.0,O=C1NCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,8.0
513,CHEMBL1801389,nM,160.0,COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCC5=O)cn2)cc1F,6.795880017344075
514,CHEMBL1801390,nM,116.0,O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,6.935542010773082
515,CHEMBL1801391,nM,253.0,O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,6.596879478824182
516,CHEMBL1801392,nM,172.0,O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,6.764471553092451
517,CHEMBL1801091,nM,72.0,COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCCNC5=O)cn2)cc1,7.142667503568731
518,CHEMBL1801088,nM,167.0,O=C1NCCCc2[nH]c3c(ccc4cnc(-c5ccccc5OCCN5CCOCC5)cc43)c21,6.777283528852417
519,CHEMBL1801089,nM,80.0,O=C1NCCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,7.096910013008056
520,CHEMBL1801090,nM,96.0,COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CCCNC5=O)cn2)c1,7.017728766960431
521,CHEMBL1813625,nM,35000.0,CN1CCN(c2ccc(-c3cc4c(c(N)nn4C)c(=O)[nH]3)cc2)CC1,4.455931955649724
522,CHEMBL1938681,nM,110.0,O=C(c1ccc(-c2ccc(Cl)cc2)o1)N(Cc1ccccn1)c1ccc(N2CCNCC2)cc1,6.958607314841775
523,CHEMBL1940509,nM,115.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccn3)c3ccc(N4CCNCC4)cc3)o2)cc1,6.939302159646388
524,CHEMBL1940510,nM,4743.0,O=C(c1ccc(-c2ccc(Cl)cc2)o1)N(Cc1ccccn1)C1CCC(N2CCNCC2)CC1,5.3239468753481285
525,CHEMBL1940511,nM,10000.0,CN1CCN(CCCN(Cc2ccccn2)C(=O)c2ccc(-c3ccc(C#N)cc3)o2)CC1,5.0
526,CHEMBL1940512,nM,10000.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccn3)C3CCNCC3)o2)cc1,5.0
527,CHEMBL1940513,nM,79.0,Cc1cccc(CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)n1,7.102372908709558
528,CHEMBL1940516,nM,41.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccc(-c4ccccc4)cc3)c3ccc(N4CCNCC4)cc3)o2)cc1,7.3872161432802645
529,CHEMBL1940517,nM,70.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3cccc(-c4ccccc4)c3)c3ccc(N4CCNCC4)cc3)o2)cc1,7.154901959985743
530,CHEMBL1940518,nM,9.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccccc3)c3ccc(N4CCNCC4)cc3)o2)cc1,8.045757490560675
531,CHEMBL1940519,nM,1920.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccc(-c4ccccc4F)cc3)c3ccc(N4CCNCC4)cc3)o2)cc1,5.71669877129645
532,CHEMBL1940520,nM,1450.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3cccc(-c4ccccc4F)c3)c3ccc(N4CCNCC4)cc3)o2)cc1,5.838631997765026
533,CHEMBL1940521,nM,12.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccccc3F)c3ccc(N4CCNCC4)cc3)o2)cc1,7.920818753952375
534,CHEMBL1940522,nM,128.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccc(-c4ccncc4)cc3)c3ccc(N4CCNCC4)cc3)o2)cc1,6.892790030352131
535,CHEMBL1940523,nM,110.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3cccc(-c4ccncc4)c3)c3ccc(N4CCNCC4)cc3)o2)cc1,6.958607314841775
536,CHEMBL1940524,nM,12.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccncc3)c3ccc(N4CCNCC4)cc3)o2)cc1,7.920818753952375
537,CHEMBL1940643,nM,285.0,Cc1ccccc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,6.54515513999149
538,CHEMBL1938419,nM,258.0,Cc1cccc(C)c1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,6.58838029403677
539,CHEMBL1940644,nM,21.0,Cc1noc(C)c1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,7.6777807052660805
540,CHEMBL1940645,nM,8.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccc(C#N)cc3)c3ccc(N4CCNCC4)cc3)o2)cc1,8.096910013008056
541,CHEMBL1940646,nM,19.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3cccc(C#N)c3)c3ccc(N4CCNCC4)cc3)o2)cc1,7.721246399047171
542,CHEMBL1940647,nM,12.0,COc1cccc(-c2ccccc2CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)c1,7.920818753952375
543,CHEMBL1940648,nM,9.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3cccnc3)c3ccc(N4CCNCC4)cc3)o2)cc1,8.045757490560675
544,CHEMBL1940649,nM,14.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3ccccn3)c3ccc(N4CCNCC4)cc3)o2)cc1,7.853871964321762
545,CHEMBL1940650,nM,27.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3ccccc3-c3cncnc3)c3ccc(N4CCNCC4)cc3)o2)cc1,7.568636235841012
546,CHEMBL1940651,nM,20.0,COc1cncc(-c2ccccc2CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)c1,7.698970004336019
547,CHEMBL1940652,nM,8.0,COc1ccncc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,8.096910013008056
548,CHEMBL1940653,nM,43.0,COc1ccc(-c2ccccc2CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)cn1,7.366531544420414
549,CHEMBL1940654,nM,24.0,COc1cc(-c2ccccc2CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)ccn1,7.619788758288394
550,CHEMBL1940655,nM,52.0,COc1ncc(-c2ccccc2CN(C(=O)c2ccc(-c3ccc(C#N)cc3)o2)c2ccc(N3CCNCC3)cc2)cn1,7.2839966563652006
551,CHEMBL1940656,nM,20.0,COc1ccccc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,7.698970004336019
552,CHEMBL1940657,nM,12.0,COc1ccccc1-c1ncccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,7.920818753952375
553,CHEMBL1940658,nM,9.0,COc1ccncc1-c1ncccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,8.045757490560675
554,CHEMBL1940659,nM,100.0,N#Cc1ccc(-c2ccc(C(=O)N(Cc3cccnc3-c3cncnc3)c3ccc(N4CCNCC4)cc3)o2)cc1,7.0
